,age,total_pageviews,edu,edu_ages,user_level,industry,value_level,act_level,sex,blue_money,red_money,work_hours,region,labels,pro1,pro2
883,32,291414,3,16,2,4,2,1,1,0,0,35,1,1,0.497928858,0.502071142
884,22,202153,2,10,1,5,4,1,0,0,0,40,1,0,0.516632345,0.483367655
885,45,324655,1,13,1,4,1,1,1,0,0,40,1,0,0.50285513,0.49714487
886,32,27207,2,7,2,9,2,1,1,0,0,80,1,0,0.507096567,0.492903433
887,30,184435,2,9,1,1,1,2,1,0,0,40,1,0,0.509146609,0.490853391
888,34,122749,2,10,2,3,2,1,1,0,0,32,1,0,0.50394612,0.49605388
889,36,181146,3,14,2,4,2,3,1,0,0,40,4,1,0.498575764,0.501424236
890,21,225311,2,9,3,10,1,1,0,0,0,40,1,0,0.51710469,0.48289531
891,40,33474,3,14,2,6,2,1,1,0,0,60,1,1,0.49692749,0.50307251
892,42,126319,2,9,1,1,4,1,0,0,0,35,1,0,0.511354308,0.488645692
893,52,247806,3,14,2,2,2,1,1,15024,0,50,1,1,0.477009298,0.522990702
894,50,85815,5,11,3,4,1,3,1,0,0,38,1,0,0.505157558,0.494842442
895,48,204629,1,13,2,4,2,1,1,0,0,40,1,1,0.497903657,0.502096343
896,63,195540,5,11,3,2,1,2,1,0,1408,40,1,0,0.506324826,0.493675174
897,27,113866,2,9,1,5,1,1,0,0,0,30,1,0,0.516265577,0.483734423
898,31,114691,2,7,1,7,1,1,1,0,0,40,39,0,0.51063008,0.48936992
899,22,227943,2,10,1,12,1,1,1,0,0,44,1,0,0.510533245,0.489466755
900,45,310260,2,10,2,8,2,1,1,0,0,60,1,1,0.499653217,0.500346783
901,35,189922,5,11,2,11,2,1,1,0,0,52,1,0,0.500956018,0.499043982
902,54,249949,2,10,3,10,1,2,0,0,0,40,1,0,0.509515484,0.490484516
903,23,38455,2,10,1,12,1,1,1,0,0,11,1,0,0.514454296,0.485545704
904,51,123429,2,9,2,7,2,1,1,15024,0,40,1,1,0.483728494,0.516271506
905,71,99549,7,3,2,2,2,1,1,0,0,40,1,0,0.503512098,0.496487902
906,50,98954,2,10,2,9,2,1,1,0,0,40,1,0,0.503954521,0.496045479
907,36,49794,2,9,2,7,2,1,1,0,0,45,1,0,0.501610469,0.498389531
908,47,80451,6,4,2,12,2,1,1,0,0,40,1,0,0.505283856,0.494716144
909,38,129764,2,10,3,6,5,1,1,1506,0,50,1,0,0.508612424,0.491387576
910,29,189702,1,13,1,4,1,1,1,10520,0,50,1,1,0.487842652,0.512157348
911,59,78020,6,4,2,2,2,1,1,0,0,40,1,0,0.502353143,0.497646857
912,27,182843,2,9,3,5,5,1,1,0,0,40,1,0,0.513103275,0.486896725
913,42,53956,2,9,2,3,2,1,1,0,0,40,1,0,0.503895415,0.496104585
914,31,223376,1,13,1,1,5,2,0,0,0,40,1,0,0.508527413,0.491472587
915,44,151933,2,10,2,1,2,1,1,0,1485,40,1,0,0.50109547,0.49890453
916,47,100931,3,14,3,4,1,1,1,0,0,45,1,0,0.500782219,0.499217781
917,23,442478,2,10,1,8,4,1,1,0,0,15,1,0,0.515768365,0.484231635
918,24,153082,2,9,1,5,1,1,1,0,0,35,1,0,0.513232669,0.486767331
919,46,182414,3,16,2,4,2,1,1,0,0,55,1,1,0.494859462,0.505140538
920,35,217926,2,10,2,4,2,2,1,0,0,40,1,0,0.502327887,0.497672113
921,36,176536,2,10,5,1,6,4,0,0,0,42,1,0,0.509642966,0.490357034
922,37,237943,5,11,2,7,2,1,1,0,0,50,16,0,0.500956018,0.499043982
923,20,117789,2,10,1,6,4,1,0,0,0,10,1,0,0.519943864,0.480056136
924,59,113838,1,13,7,4,1,1,0,4650,0,37,1,0,0.501161276,0.498838724
925,17,278414,2,7,1,5,4,1,1,0,0,15,1,0,0.61181819,0.38818181
926,36,122493,2,9,2,7,2,1,1,0,0,40,1,0,0.503052691,0.496947309
927,57,110820,2,9,2,7,2,1,1,0,0,40,1,0,0.50174992,0.49825008
928,28,106141,2,9,2,7,2,1,1,99999,0,40,1,1,0.446371728,0.553628272
929,43,215896,2,10,2,10,3,1,0,0,0,50,1,1,0.499883932,0.500116068
930,49,547108,1,13,2,11,2,3,1,15024,0,40,5,1,0.480775193,0.519224807
931,50,169078,2,9,2,2,2,1,1,4386,0,40,1,1,0.497887471,0.502112529
932,69,227906,2,9,2,7,2,1,1,3456,0,30,12,0,0.509127711,0.490872289
933,57,61298,7,3,5,10,6,1,0,0,0,40,20,0,0.513877492,0.486122508
934,49,184285,2,9,2,1,2,1,1,0,0,40,1,0,0.50174992,0.49825008
935,48,64156,2,10,2,2,2,1,1,0,0,45,1,1,0.497953533,0.502046467
936,61,56248,9,2,2,10,2,1,1,0,0,60,1,0,0.503750589,0.496249411
937,51,171275,6,4,3,5,1,5,1,0,0,40,32,0,0.510838117,0.489161883
938,41,123490,5,11,2,11,2,1,1,0,0,40,1,0,0.501693103,0.498306897
939,60,420842,5,12,3,15,6,1,0,0,0,40,5,0,0.517531325,0.482468675
940,40,51233,1,13,3,10,5,1,0,0,0,38,1,0,0.507819111,0.492180889
941,36,353263,1,13,3,1,5,1,0,0,0,40,1,0,0.507384317,0.492615683
942,17,262031,2,8,1,5,6,1,1,0,0,20,1,0,0.608660836,0.391339164
943,50,334421,2,15,1,4,6,3,0,0,1590,25,29,0,0.508722935,0.491277065
944,24,200153,5,11,1,1,4,1,0,0,0,40,1,0,0.514798716,0.485201284
945,70,187972,2,9,2,12,2,1,1,0,0,40,1,0,0.504140025,0.495859975
946,29,360186,2,9,1,5,5,1,1,0,0,40,1,0,0.510989362,0.489010638
947,20,368832,2,10,1,5,1,1,0,0,0,25,1,0,0.51962348,0.48037652
948,36,359131,2,10,1,2,1,1,0,0,0,50,1,0,0.505718301,0.494281699
949,35,295279,1,13,3,6,1,1,1,0,0,37,1,0,0.504656937,0.495343063
950,34,378272,2,9,2,10,2,1,1,0,0,40,1,0,0.504192689,0.495807311
951,18,150817,2,7,1,6,4,1,0,0,0,20,1,0,0.611138855,0.388861145
952,40,145246,2,10,3,4,4,1,1,0,0,40,1,0,0.508301085,0.491698915
953,51,185490,2,9,3,6,1,1,0,0,0,40,1,0,0.507821378,0.492178622
954,29,217424,3,14,1,2,1,1,0,0,0,50,1,0,0.503109752,0.496890248
955,24,190483,2,9,1,1,4,1,0,0,0,40,1,0,0.515452573,0.484547427
956,50,391016,5,12,2,7,2,1,1,0,0,50,1,1,0.499653217,0.500346783
957,38,30509,5,11,2,4,3,1,0,3908,0,50,1,0,0.502298311,0.497701689
958,28,267661,1,13,1,11,1,1,1,0,0,45,1,0,0.506044312,0.493955688
959,57,197369,2,9,2,13,2,1,1,0,0,40,1,0,0.50011773,0.49988227
960,49,393691,2,10,2,4,2,1,1,0,0,40,1,0,0.500206226,0.499793774
961,46,168441,2,10,2,7,2,1,1,0,0,45,1,1,0.499653217,0.500346783
962,47,85109,3,16,2,4,2,1,1,0,0,50,1,1,0.494859462,0.505140538
963,22,190457,8,6,1,5,1,1,0,0,0,35,1,0,0.517042794,0.482957206
964,37,289430,8,6,2,7,2,1,1,0,0,40,6,0,0.507161539,0.492838461
965,39,166697,2,9,1,10,4,1,0,0,0,35,1,0,0.512493717,0.487506283
966,24,310355,1,13,2,4,2,1,1,0,0,20,12,0,0.50508361,0.49491639
967,31,300828,2,9,1,3,1,2,1,0,0,30,1,0,0.513173776,0.486826224
968,20,188923,2,10,1,5,4,1,0,0,0,37,1,0,0.519688581,0.480311419
969,36,167482,2,10,2,7,2,1,1,0,0,40,1,0,0.502398255,0.497601745
970,29,114968,5,11,2,4,2,1,1,0,0,40,1,0,0.501833528,0.498166472
971,42,102988,3,14,2,4,2,1,1,0,0,55,20,1,0.496428403,0.503571597
972,67,330144,5,11,2,13,2,1,1,0,0,18,1,0,0.503103497,0.496896503
973,47,362654,3,14,2,4,2,1,1,0,0,40,1,1,0.497272986,0.502727014
974,35,179481,1,13,2,2,2,1,1,0,0,60,1,1,0.496953781,0.503046219
975,42,204817,1,13,2,5,2,2,1,0,0,35,1,0,0.502044838,0.497955162
976,32,172402,2,10,1,1,5,5,0,0,0,40,1,0,0.510010606,0.489989394
977,44,54611,2,9,2,7,2,1,1,0,0,40,1,0,0.50174992,0.49825008
978,42,179151,2,10,2,9,2,1,1,0,0,40,1,0,0.504552116,0.495447884
979,17,30829,2,7,1,5,4,1,0,0,0,12,1,0,0.613252372,0.386747628
980,50,474229,2,9,3,10,4,1,1,0,0,40,1,0,0.510386476,0.489613524
981,46,246981,1,13,1,4,1,2,1,0,0,23,1,0,0.506154993,0.493845007
982,39,271610,2,9,2,8,2,1,1,0,0,60,1,0,0.50090531,0.49909469
983,25,179138,2,9,2,7,2,1,1,0,0,40,1,0,0.50549216,0.49450784
984,19,268722,2,10,1,6,6,1,0,0,0,20,1,0,0.519623814,0.480376186
985,46,111410,2,7,2,7,2,1,1,0,0,40,1,0,0.504052767,0.495947233
986,37,125550,1,13,2,4,3,1,0,7688,0,40,1,1,0.482506646,0.517493354
987,24,51985,2,9,1,6,4,1,1,0,0,40,1,0,0.513553326,0.486446674
988,45,302584,1,13,3,6,1,1,1,0,0,40,1,0,0.503354219,0.496645781
989,90,311184,3,14,3,4,1,1,1,0,0,99,1,0,0.505124134,0.494875866
990,45,133969,1,13,2,8,2,3,1,0,0,40,19,1,0.498792894,0.501207106
991,41,214242,2,10,2,13,2,1,1,0,1902,72,1,1,0.491474244,0.508525756
992,29,372149,2,9,2,1,2,1,1,0,0,35,1,0,0.503377187,0.496622813
993,53,203967,2,9,1,1,1,1,1,0,0,40,1,0,0.506701041,0.493298959
994,21,147344,2,9,1,8,6,1,1,0,0,60,5,0,0.515239539,0.484760461
995,45,139268,1,13,2,6,2,1,1,0,0,60,1,1,0.496960537,0.503039463
996,38,349198,5,12,2,11,2,1,1,0,0,21,1,0,0.504879386,0.495120614
997,43,222756,5,12,2,2,2,1,1,0,2002,44,1,0,0.500038417,0.499961583
998,53,196395,1,13,2,4,2,2,1,0,0,40,1,1,0.498722524,0.501277476
999,22,316304,2,10,1,9,4,1,1,0,0,50,1,0,0.514704964,0.485295036
1000,44,347653,5,11,2,2,2,1,1,0,0,50,12,1,0.497953533,0.502046467
1001,40,176063,1,13,2,2,2,1,1,0,1977,60,1,1,0.489105064,0.510894936
1002,67,176835,2,10,3,2,1,1,0,0,0,40,1,0,0.507016537,0.492983463
1003,58,144092,3,14,2,4,2,1,1,0,0,35,1,1,0.497272986,0.502727014
1004,23,148709,1,13,1,1,1,1,0,0,0,38,1,0,0.509952676,0.490047324
1005,31,194141,5,11,2,3,2,1,1,0,0,40,1,0,0.504270607,0.495729393
1006,28,215423,2,9,1,2,1,1,0,0,0,70,1,0,0.508811745,0.491188255
1007,52,128378,2,7,2,7,2,1,1,0,0,40,1,0,0.504052767,0.495947233
1008,23,34431,2,9,1,10,1,1,0,0,0,40,1,0,0.514047387,0.485952613
1009,21,180690,2,9,1,10,4,1,1,0,0,40,1,0,0.518139161,0.481860839
1010,28,142712,1,13,2,2,2,1,1,0,1902,57,1,1,0.492248777,0.507751223
1011,43,185619,3,14,2,4,2,4,1,0,0,35,1,1,0.497870609,0.502129391
1012,36,358373,1,13,1,4,1,2,0,0,0,30,1,0,0.508967854,0.491032146
1013,27,81648,1,13,2,7,2,1,1,0,0,40,1,0,0.502535324,0.497464676
1014,56,244580,2,9,2,8,2,1,1,0,0,40,1,0,0.50174992,0.49825008
1015,31,184570,2,9,1,1,1,1,0,0,0,40,1,0,0.509838194,0.490161806
1016,39,210150,3,14,1,13,1,1,0,0,0,40,1,0,0.50358981,0.49641019
1017,22,212213,2,10,1,1,4,2,0,0,0,40,1,0,0.515616835,0.484383165
1018,37,182148,1,13,1,5,1,1,1,0,0,39,1,0,0.506882218,0.493117782
1019,29,55390,2,9,2,7,2,1,1,0,0,40,1,0,0.503377187,0.496622813
1020,58,66788,2,9,5,10,5,1,1,0,0,40,24,0,0.508667568,0.491332432
1021,43,265604,2,9,2,7,2,2,1,0,0,40,1,0,0.503166399,0.496833601
1022,21,110677,2,10,2,5,6,1,0,0,0,30,1,0,0.515707672,0.484292328
1023,34,320077,1,13,3,4,1,1,0,0,0,50,1,0,0.504226318,0.495773682
1024,56,201817,2,9,7,10,1,2,0,0,0,40,1,0,0.509128254,0.490871746
1025,43,142725,2,9,2,5,2,1,1,0,1887,80,1,1,0.495595628,0.504404372
1026,44,53956,2,10,2,9,2,1,1,0,0,45,1,0,0.502512328,0.497487672
1027,45,116892,5,12,3,1,5,2,0,0,0,40,1,0,0.50920247,0.49079753
1028,33,34572,2,9,2,6,2,1,1,0,0,40,1,0,0.502987065,0.497012935
1029,40,287008,2,9,2,13,2,1,1,0,0,40,1,0,0.500715367,0.499284633
1030,66,30740,2,10,7,1,1,1,0,0,0,20,1,0,0.510154744,0.489845256
1031,27,162104,6,4,1,15,4,1,0,0,0,30,1,0,0.52701384,0.47298616
1032,65,237024,9,2,2,5,2,1,1,0,0,35,6,0,0.508852741,0.491147259
1033,20,228306,2,9,1,11,4,1,0,0,0,32,1,0,0.518509316,0.481490684
1034,18,127388,2,7,1,5,4,1,0,0,0,20,1,0,0.613252372,0.386747628
1035,45,72393,1,13,4,4,5,1,0,0,0,38,1,0,0.505192619,0.494807381
1036,55,160813,2,9,5,6,1,1,0,0,0,60,1,0,0.506379415,0.493620585
1037,43,255586,2,9,3,10,5,1,1,0,0,40,1,0,0.509265013,0.490734987
1038,21,342575,2,10,1,6,4,2,0,0,0,35,1,0,0.518283905,0.481716095
1039,28,181466,2,9,1,10,4,1,1,0,0,40,1,0,0.514126663,0.485873337
1040,23,234108,5,12,1,10,5,1,1,0,0,40,1,0,0.512710115,0.487289885
1041,28,66414,1,13,2,4,2,1,1,0,0,40,1,0,0.501646093,0.498353907
1042,21,227307,2,9,2,1,3,1,0,0,0,43,1,0,0.50655947,0.49344053
1043,23,157145,2,9,5,10,1,1,1,0,0,40,1,0,0.512537746,0.487462254
1044,63,252457,2,9,7,2,1,1,1,0,0,40,1,0,0.505118744,0.494881256
1045,60,142769,2,10,2,7,2,1,1,0,0,40,1,0,0.50109547,0.49890453
1046,32,49539,2,10,1,5,1,1,0,3674,0,40,1,0,0.514754704,0.485245296
1047,33,249438,2,9,1,5,4,2,0,0,0,40,1,0,0.515035718,0.484964282
1048,30,289293,2,8,2,7,2,1,1,3908,0,40,25,0,0.50642021,0.49357979
1049,68,198884,2,9,2,7,2,1,1,0,0,25,1,0,0.505389981,0.494610019
1050,53,229259,5,12,2,11,2,1,1,0,0,45,1,1,0.499653217,0.500346783
1051,36,289223,2,10,2,1,3,1,0,0,1848,40,1,1,0.496723954,0.503276046
1052,23,42401,1,13,1,2,1,1,1,0,0,50,1,0,0.505301131,0.494698869
1053,26,295055,2,9,1,10,4,2,1,0,0,40,1,0,0.514944848,0.485055152
1054,42,214781,1,13,1,4,5,1,1,0,1876,38,1,0,0.500112349,0.499887651
1055,20,95552,2,9,1,6,4,1,1,0,0,40,1,0,0.516610814,0.483389186
1056,53,308764,2,9,3,1,1,1,0,0,0,45,1,0,0.506769485,0.493230515
1057,36,185394,2,9,1,1,5,1,0,0,0,40,1,0,0.510340415,0.489659585
1058,47,358382,2,10,5,4,1,2,1,0,0,40,1,0,0.505976333,0.494023667
1059,35,195946,5,12,2,5,2,3,1,0,0,40,19,0,0.504233616,0.495766384
1060,32,296897,1,13,1,4,4,2,0,0,0,40,1,0,0.509357434,0.490642566
1061,41,230961,2,15,2,4,2,1,1,0,0,45,1,1,0.494697488,0.505302512
1062,22,169022,2,9,1,2,1,1,0,0,0,48,1,0,0.509767834,0.490232166
1063,28,209301,2,9,2,8,2,1,1,0,1848,40,1,0,0.501324993,0.498675007
1064,42,252058,2,9,2,10,2,1,1,0,0,40,1,0,0.503487567,0.496512433
1065,51,30012,2,10,2,6,2,1,1,0,0,50,1,1,0.49926308,0.50073692
1066,33,202046,1,13,2,2,2,1,1,0,0,45,1,1,0.497278279,0.502721721
1067,22,52262,2,10,2,6,2,1,1,0,0,45,1,0,0.50396187,0.49603813
1068,60,96660,2,9,3,6,6,1,0,0,0,33,1,0,0.51004658,0.48995342
1069,50,200618,3,14,2,2,2,1,1,0,0,60,1,1,0.49502042,0.50497958
1070,58,177368,2,9,2,7,2,1,1,3137,0,16,1,0,0.507969055,0.492030945
1071,22,311311,2,10,1,5,1,1,1,0,0,60,1,0,0.511137208,0.488862792
1072,47,142856,3,14,2,4,2,1,1,0,0,45,1,1,0.495830801,0.504169199
1073,28,134890,1,13,1,6,4,1,1,0,1974,50,1,0,0.501055696,0.498944304
1074,38,179579,3,16,2,2,2,1,1,0,0,60,1,1,0.495351767,0.504648233
1075,67,173623,1,13,2,4,2,1,1,4931,0,30,1,1,0.499381135,0.500618865
1076,76,99328,1,13,2,9,2,1,1,6514,0,40,1,1,0.496946987,0.503053013
1077,41,224799,3,14,2,4,2,1,1,0,0,55,1,1,0.496428403,0.503571597
1078,57,231781,3,14,2,2,2,1,1,0,0,50,1,1,0.49502042,0.50497958
1079,22,41763,2,10,1,4,1,1,1,0,0,40,1,0,0.509855338,0.490144662
1080,38,51240,1,13,2,4,2,1,1,0,0,45,1,1,0.497764207,0.502235793
1081,30,206923,5,12,2,2,3,5,0,0,1977,40,1,1,0.492371458,0.507628542
1082,30,132601,1,13,2,7,2,1,1,0,0,40,1,0,0.500420202,0.499579798
1083,27,357348,2,9,1,1,1,1,0,2202,0,40,1,0,0.514219716,0.485780284
1084,22,150683,2,9,1,8,4,1,1,0,0,20,1,0,0.516422142,0.483577858
1085,40,188615,2,7,2,2,2,1,1,15024,0,20,1,1,0.487407547,0.512592453
1086,73,159007,1,13,3,9,6,1,0,0,0,12,1,0,0.513976786,0.486023214
1087,23,130959,1,13,2,4,2,1,1,2407,0,6,11,0,0.507352199,0.492647801
1088,51,158746,1,13,2,2,2,1,1,0,1902,60,1,1,0.488507726,0.511492274
1089,29,498833,2,9,2,1,3,1,0,0,0,40,36,0,0.501870247,0.498129753
1090,46,193188,3,14,1,2,5,1,1,0,0,40,1,0,0.502240945,0.497759055
1091,29,136277,2,9,1,2,1,2,0,0,0,16,1,0,0.511437916,0.488562084
1092,34,137991,1,13,1,6,4,1,0,0,0,35,1,0,0.508713368,0.491286632
1093,38,187098,3,14,1,4,1,1,0,0,0,48,1,0,0.50359567,0.49640433
1094,62,176839,3,16,1,2,1,1,1,0,0,50,1,0,0.500159343,0.499840657
1095,30,185384,2,9,3,5,5,1,0,0,0,50,1,0,0.511057785,0.488942215
1096,20,87867,2,10,1,11,4,1,1,0,0,40,1,0,0.516346784,0.483653216
1097,40,111779,2,7,3,5,5,2,0,0,0,36,1,0,0.514589832,0.485410168
1098,37,185556,2,9,5,13,1,1,1,0,1980,35,1,0,0.507858657,0.492141343
1099,56,59469,6,4,2,7,2,1,1,0,0,40,11,0,0.504052767,0.495947233
1100,63,164435,2,10,2,4,2,1,1,0,0,50,1,1,0.499922966,0.500077034
1101,25,259336,2,9,1,5,4,1,1,0,0,40,32,0,0.514821466,0.485178534
1102,40,277488,2,9,5,7,4,1,1,0,0,40,1,0,0.509844277,0.490155723
1103,53,104258,8,6,2,7,2,1,1,0,0,40,1,0,0.504052767,0.495947233
1104,23,141427,1,13,1,2,1,2,0,0,0,40,1,0,0.509072176,0.490927824
1105,32,267052,8,6,1,9,5,2,0,0,0,40,1,0,0.516641186,0.483358814
1106,33,114764,2,10,3,5,1,1,0,0,0,40,1,0,0.511018669,0.488981331
1107,50,151143,2,9,1,1,4,1,0,0,0,40,1,0,0.510756962,0.489243038
1108,37,176357,2,10,3,10,1,1,1,0,0,40,1,0,0.508489032,0.491510968
1109,29,190303,1,13,3,4,1,1,1,2463,0,15,1,0,0.509231633,0.490768367
1110,28,220692,2,10,1,1,4,2,0,0,0,40,1,0,0.514661293,0.485338707
1111,46,181970,2,10,2,7,2,1,1,0,0,40,1,0,0.50109547,0.49890453
1112,42,263339,2,9,2,7,2,1,1,5178,0,40,1,1,0.494974819,0.505025181
1113,21,83704,4,5,1,6,4,1,1,0,0,30,1,0,0.521388065,0.478611935
1114,24,324960,5,12,1,1,1,1,1,0,0,30,1,0,0.513224043,0.486775957
1115,53,96062,4,5,3,7,1,1,1,0,0,50,1,0,0.50756154,0.49243846
1116,54,96678,2,9,2,7,2,1,1,0,0,45,1,0,0.500307673,0.499692327
1117,36,33435,5,11,3,6,5,1,0,0,0,40,1,0,0.509296226,0.490703774
1118,52,399008,2,9,2,8,2,2,1,5013,0,40,1,0,0.506263006,0.493736994
1119,71,159722,2,9,7,1,5,1,0,0,0,25,1,0,0.511635429,0.488364571
1120,36,225172,2,9,2,7,2,1,1,0,0,40,1,0,0.503052691,0.496947309
1121,52,135033,6,4,2,3,2,1,1,0,0,40,20,0,0.50560055,0.49439945
1122,38,179671,2,9,2,13,2,1,1,0,0,48,1,1,0.499978277,0.500021723
1123,56,182460,1,13,3,2,1,1,1,0,0,40,1,0,0.5020447,0.4979553
1124,52,231196,2,9,2,6,2,1,1,0,0,40,1,0,0.501359786,0.498640214
1125,55,181974,2,10,3,1,1,1,0,0,0,40,1,0,0.507557123,0.492442877
1126,31,326104,1,13,2,9,2,1,1,0,0,45,1,0,0.501837071,0.498162929
1127,51,126850,2,9,2,8,2,1,1,0,0,65,1,0,0.500307673,0.499692327
1128,23,33644,1,13,1,5,1,1,0,0,0,50,1,0,0.510345703,0.489654297
1129,40,92649,5,12,3,1,5,1,0,0,0,40,1,0,0.508981305,0.491018695
1130,20,353696,2,10,1,1,4,1,1,0,0,28,1,0,0.518824976,0.481175024
1131,36,238342,2,10,3,1,1,1,1,0,0,40,1,0,0.50734926,0.49265074
1132,22,882849,1,13,1,5,4,1,1,0,0,35,1,0,0.512822381,0.487177619
1133,49,318280,1,13,2,6,2,1,1,0,0,55,1,1,0.496960537,0.503039463
1134,35,151322,1,13,2,2,2,1,1,15024,0,55,1,1,0.478939032,0.521060968
1135,31,111567,1,13,2,2,2,1,1,0,0,40,1,1,0.49872051,0.50127949
1136,43,279996,2,9,1,7,4,1,1,0,0,20,1,0,0.512324319,0.487675681
1137,48,103743,2,10,2,8,2,1,1,0,2002,70,1,0,0.501140472,0.498859528
1138,53,30846,2,9,1,3,4,1,1,0,0,40,1,0,0.510794162,0.489205838
1139,26,191393,2,9,1,1,5,2,1,0,1380,40,1,0,0.512087352,0.487912648
1140,35,140564,2,10,2,11,2,1,1,5013,0,40,1,0,0.506092502,0.493907498
1141,37,243177,2,10,1,1,1,2,0,0,0,40,1,0,0.509678167,0.490321833
1142,55,104996,2,9,2,7,2,1,1,0,0,15,1,0,0.504231093,0.495768907
1143,27,191202,2,9,1,5,4,1,1,0,0,45,1,0,0.513380359,0.486619641
1144,47,247379,2,9,1,3,1,1,1,0,0,45,1,0,0.506806696,0.493193304
1145,44,96129,1,13,2,2,2,1,1,0,0,40,1,1,0.497093229,0.502906771
1146,47,58440,5,11,2,12,2,1,1,0,0,45,1,0,0.500884414,0.499115586
1147,24,125031,2,9,2,6,2,1,1,0,0,45,1,0,0.504616277,0.495383723
1148,23,183772,5,12,1,1,6,1,0,0,0,70,1,0,0.513037278,0.486962722
1149,37,78488,2,9,1,5,1,1,0,0,0,32,1,0,0.51134845,0.48865155
1150,32,121058,2,9,2,9,2,1,1,0,0,60,1,0,0.504793968,0.495206032
1151,43,84673,3,14,3,2,1,1,0,0,0,38,1,0,0.503522315,0.496477685
1152,30,172830,1,13,1,1,1,1,0,3325,0,40,1,0,0.510619368,0.489380632
1153,36,307520,1,13,2,2,3,3,0,0,0,40,14,1,0.496889056,0.503110944
1154,21,327797,2,10,3,6,1,1,0,0,0,40,1,0,0.514922283,0.485077717
1155,40,108945,2,9,3,1,5,1,0,0,0,32,1,0,0.509635533,0.490364467
1156,52,164473,2,9,2,5,3,1,0,0,0,38,1,0,0.502078377,0.497921623
1157,40,144778,1,13,4,6,1,1,1,0,0,40,1,0,0.503951825,0.496048175
1158,54,69477,3,14,2,4,2,1,1,0,1902,60,1,1,0.488687395,0.511312605
1159,45,137946,1,13,3,6,1,1,1,0,0,50,1,0,0.501912006,0.498087994
1160,28,167737,1,13,7,5,4,1,1,0,1974,50,1,0,0.502239444,0.497760556
1161,30,195602,2,10,2,11,2,1,1,0,0,45,5,0,0.501280525,0.498719475
1162,31,140206,2,9,2,10,2,1,1,0,0,40,1,0,0.504517174,0.495482826
1163,42,272551,1,13,3,11,1,1,0,0,1564,60,1,0,0.504410387,0.495589613
1164,24,114939,5,11,2,1,3,1,0,0,0,40,1,0,0.504287258,0.495712742
1165,45,265477,3,14,2,4,2,1,1,0,0,40,27,1,0.497272986,0.502727014
1166,51,252029,3,16,3,4,1,1,0,0,0,45,1,0,0.501321504,0.498678496
1167,29,263786,1,13,1,6,1,1,1,0,0,40,1,0,0.504981415,0.495018585
1168,35,397877,2,9,1,8,1,1,1,0,0,40,1,0,0.508003561,0.491996439
1169,24,316438,7,3,1,10,6,1,1,0,0,40,6,0,0.518866629,0.481133371
1170,34,283921,2,9,2,1,2,1,1,0,0,40,1,0,0.503052691,0.496947309
1171,29,199903,2,9,1,5,4,1,0,0,0,20,1,0,0.516696433,0.483303567
1172,42,339814,1,13,2,4,2,1,1,0,0,40,1,1,0.498501288,0.501498712
1173,19,191140,2,10,1,12,4,1,1,0,0,20,1,0,0.520054311,0.479945689
1174,33,174215,1,13,1,2,1,1,0,0,0,55,1,0,0.503740409,0.496259591
1175,32,124420,2,9,1,10,1,1,1,0,0,40,1,0,0.50946768,0.49053232
1176,34,289228,3,14,2,2,3,1,0,15024,0,45,1,1,0.476805553,0.523194447
1177,27,200610,2,9,2,10,2,1,1,2580,0,40,1,0,0.508900443,0.491099557
1178,36,140327,2,9,2,6,3,1,0,7298,0,35,1,1,0.48595934,0.51404066
1179,39,86643,2,10,2,13,2,1,1,0,0,48,1,1,0.498618661,0.501381339
1180,33,226624,2,9,2,10,2,1,1,0,0,40,1,0,0.504517174,0.495482826
1181,48,365516,2,9,3,5,1,1,0,0,0,35,1,0,0.510046245,0.489953755
1182,27,153288,2,10,2,8,2,1,1,0,0,40,1,0,0.504837775,0.495162225
1183,33,235124,2,10,2,1,2,1,1,0,0,40,5,0,0.502722756,0.497277244
1184,28,160731,2,9,1,7,1,1,1,0,0,40,1,0,0.510442378,0.489557622
1185,17,230999,2,7,1,5,4,1,0,0,0,16,1,0,0.613252372,0.386747628
1186,38,453663,2,9,2,7,2,1,1,0,0,44,1,0,0.501610469,0.498389531
1187,28,250967,2,9,2,7,2,1,1,2105,0,40,1,0,0.507760702,0.492239298
1188,22,96844,2,10,1,12,1,1,0,0,1602,20,1,0,0.517973792,0.482026208
1189,41,149102,2,9,1,3,1,1,1,0,1980,40,1,0,0.510332795,0.489667205
1190,42,226452,4,5,1,10,6,1,0,0,0,40,6,0,0.51627931,0.48372069
1191,36,34378,6,4,1,10,5,1,1,0,0,60,1,0,0.510830217,0.489169783
1192,37,177277,3,14,2,4,2,1,1,0,0,40,1,1,0.498575764,0.501424236
1193,38,316470,1,13,2,4,2,1,1,0,0,40,1,1,0.499206448,0.500793552
1194,55,293104,2,10,2,4,2,1,1,0,0,40,1,0,0.500206226,0.499793774
1195,55,380357,1,13,2,6,2,1,1,0,0,60,5,1,0.496960537,0.503039463
1196,36,101318,2,10,4,4,1,3,0,0,0,40,29,0,0.507970578,0.492029422
1197,32,339099,2,10,1,12,5,2,0,0,0,40,1,0,0.512059678,0.487940322
1198,52,131662,1,13,3,1,5,1,0,0,0,45,1,0,0.504639665,0.495360335
1199,20,163333,2,9,1,3,4,1,0,0,0,20,1,0,0.522531702,0.477468298
1200,43,71738,2,10,2,7,2,1,1,0,0,40,1,0,0.501693103,0.498306897
